sample_id,L,a,b,umur_simpan
10,14.41624389606378,1.408240759442549,3.68814380933145,9
11,13.287008598676776,0.7510359688380674,2.1699541411127825,9
12,14.28034463921545,0.9343687677524599,3.0470780201849266,9
13,13.898415626645052,1.0772154906153446,3.2304585412211964,9
14,12.469214255045085,0.8595133819951286,2.24394160583941,9
15,14.138952554300458,1.6936130693570988,4.915277132846455,9
16,12.213898383267697,1.5290527991509748,3.5178650393561384,9
17,12.436272479853667,1.0178443699883246,3.0477732183864816,9
18,12.564125498146547,0.49394604944529874,2.125359013346838,9
19,13.370172811392601,1.1012518409425525,2.9754891647380646,9
20,13.047005938285476,0.846643605554732,2.7809695693588026,9
1,13.066192144983205,0.3456748569505237,3.3885897004375636,10
2,13.309046265529712,1.0258216902197717,3.690019616477855,10
3,13.455352855458214,0.9463944654301599,3.803021943041472,10
4,14.694928674604922,1.9543284737453348,5.3620500580570365,10
5,12.129976330901755,0.7988126649076435,2.2123598284960337,10
6,14.623335854457919,1.533619060786208,4.762431448453839,10
7,12.639485453047868,1.0952565548350606,3.0723146320834473,10
8,14.223850267379678,1.4593181818181904,3.529090909090911,10
9,14.194581708347318,1.2317135549872091,3.318552036199094,10
10,14.276711212077954,1.4303577081354888,3.536034610108686,10
11,14.063949069627355,1.2180257084718846,3.5094545635019188,10
12,12.498008228200028,1.0425574585856907,2.55882234968513,10
13,14.159912259583235,0.7374330989610769,2.5888865568265373,10
14,13.2782037747224,1.465357356933822,4.067346003314412,10
15,12.707927629151364,0.3820185882172211,3.462170673630851,10
16,12.57666164348162,1.8973049015252457,3.916999851917666,10
17,13.263786094306433,1.5946047592997843,3.7942423413566644,10
18,12.792063877747871,0.7414838259749956,2.461348640094428,10
19,12.536829225341423,0.9859476618148051,2.5322081139671866,10
20,12.628581575709434,0.7197899362306543,2.251969347837729,10
1,13.328555699608453,0.6555543249529308,3.6050873112563124,11
2,12.67246258539218,0.8588051018124929,3.5618426941150005,11
3,14.45337996060657,1.0622430694634772,4.8010962369558285,11
4,14.627308504454005,1.7518928363424493,5.120586848600823,11
5,12.967760359297872,0.39364478910536604,3.8554946094193383,11
6,13.343198779016175,1.1311240779478169,3.4350985357260697,11
7,13.81116852146264,1.6351013513513522,4.580641891891901,11
8,14.695044879471645,2.1814956661963265,5.551824228986078,11
9,14.40902297975706,1.7600384005342562,4.059604307538194,11
10,12.943517173956877,1.375125701495449,3.46355467609564,11
11,13.759305655891833,1.3962372615625895,3.4300496472432656,11
12,11.30343958531464,0.9844191076731192,2.607214869670429,11
13,14.017489651955929,1.4086223984142805,4.081020812685836,11
14,14.204599474255852,1.2895905806796861,3.8397645169922328,11
15,14.557935447718256,1.7409096708343839,5.068576167389637,11
16,12.67152182800868,1.9402734285496024,4.461544336668453,11
17,12.455507552431772,1.4135036996437407,3.699575226089337,11
18,13.499830761383086,0.953379528324831,3.2896912229516033,11
19,12.18843709432314,0.8162535299654792,2.7091935989959097,11
20,12.991288150400976,1.2762084909626026,3.2153846153846075,11
1,12.410537750373168,0.7576391656702413,3.8237345555998274,12
2,13.06667425049532,1.1688050875822853,4.235932909368131,12
3,13.046081593046503,1.182187363140514,3.8517338854162517,12
4,14.102854648771604,1.833606123939262,5.052149170296872,12
5,12.910489036378882,0.5434485896269337,3.7318991290783856,12
6,13.415431079107279,1.3298581918053856,3.5972198867776513,12
7,14.359780766705853,1.4560083052167272,4.639415174323034,12
8,13.857939039383622,1.7463836613101762,4.285239609292205,12
9,13.442312239414205,1.7502306786725512,3.9106239460371057,12
10,14.791321877830676,1.9511983327544158,4.368400486279967,12
11,14.882265062380357,1.560319733863139,4.07910178810701,12
12,13.964822493931685,1.102777641698907,3.440111693528621,12
13,14.078609951875377,1.5868408733029753,3.9470145124909664,12
14,12.8162284191555,1.0187985940994793,2.7681861753115413,12
15,14.309452936586124,1.7862416711687388,4.854385017107859,12
16,13.10024681013345,2.2545199287768867,4.782016162169555,12
17,13.137135207496655,1.7874377510040063,4.358425702811246,12
18,14.453217528622186,1.157968546529105,3.5823399779625333,12
19,12.791543916847214,1.4039324642017448,3.892035335185568,12
20,14.783194235277353,1.8099083266042726,4.5519403410440304,12
1,14.120602388251609,0.8679716173232066,4.553217518962555,13
2,13.704795443676362,1.4126587381576314,4.49276355573474,13
3,12.65512338017978,1.3859229520799659,4.069146664388825,13
4,15.637041958399346,2.8726191271803714,6.6595936643721245,13
5,14.419022024383976,0.7323180783421037,4.321257555538125,13
6,14.56885725126791,1.7911556282365666,4.301785227582457,13
7,15.441841878070205,2.4303018650259673,5.849182849452035,13
8,13.140735264394056,1.739319772890127,4.021167521084834,13
9,14.787394078772596,2.039135444395896,4.614486074138824,13
10,14.439113807045691,2.05528055546327,4.301418557522993,13
11,13.84067073756626,1.7439194353279674,4.0862743334981815,13
12,11.47086681947169,1.0388672959466874,2.573406930790071,13
13,11.874865819780458,1.126107290233847,2.627097661623111,13
14,12.57533017221699,1.2618994513092616,3.2514609448186604,13
15,13.942439928698754,1.8716799999999978,4.7379490909090975,13
16,13.616062717885267,2.292171650242153,4.3639254993615,13
17,14.46629611705066,2.7532856074366805,5.75880614025715,13
18,12.63002158717553,1.1500199849002968,2.9110893991206694,13
19,13.192162926884397,1.8805791804315675,3.9928656779363223,13
20,14.587999857193997,1.6677328871610655,4.3997834752226765,13
1,13.65219445160182,0.8605707291935119,4.279631538263345,14
2,14.201809102762992,1.600374133440937,4.703627627187018,14
3,13.427436974789916,1.4568214285714305,4.641357142857146,14
4,14.8619085563077,2.295037346499555,5.82519939232813,14
5,14.486246234225048,0.9392392757321772,4.58881192530481,14
6,12.783946387119082,1.6732131612090768,3.5346741183878976,14
7,13.414045212848086,1.8715182286157415,4.1459934654349695,14
8,14.252312710625112,2.0650689822616926,4.985346625153539,14
9,13.274909683693517,1.927045448422632,3.882809342924105,14
10,14.24140893868365,2.0957438439147325,4.8397451026669955,14
11,13.141480410689798,1.7627126654064398,3.6640831758033983,14
12,13.37286940920159,1.5488017429193803,3.6038126361655713,14
13,14.528693243301737,1.6815011037527654,4.332008830022062,14
14,14.496290216832465,1.6419894154438168,3.936853500120293,14
15,14.07139455166261,1.9952389097958587,4.725795415668841,14
16,13.390136134551332,2.413074301634282,5.248924156115521,14
17,13.377267772093766,2.2942816345957624,4.694113914009193,14
18,14.063168464371268,1.7375039723975192,4.129295864166693,14
19,13.474122613429307,2.114589345737272,4.627949614640272,14
20,13.161690603532913,1.628272251308914,3.935439864316777,14
1,13.255771681038794,0.8569084054113887,3.8552228875582273,15
2,14.583893809100399,1.250273070011616,4.372044677777382,15
3,14.110594709581946,1.7435510023584868,5.054392688679258,15
4,13.063064791133845,1.3276630434782533,3.6046739130434844,15
5,14.496792155271093,0.9431441520665658,4.544510586484478,15
6,14.92124177915441,2.398566754946245,5.508085371553193,15
7,14.512259644403056,2.0564643799472435,5.326684256816179,15
8,14.905411599890812,2.130910165484636,5.147622800105069,15
9,13.127989632105484,2.0639528058229644,4.013618220239493,15
10,14.374901100454284,2.214643892501755,4.46959962391287,15
11,14.47183924522401,1.932970441167157,4.492752705867474,15
12,13.883785036012974,1.949677778661794,4.376800063648659,15
13,12.37576133197211,1.6180795707960272,3.130571086907338,15
14,13.00274762070091,1.5857152331056454,3.472080376682811,15
15,12.941968539993317,1.3556069850620531,3.4510414475068387,15
16,13.703325399403045,1.8231042116774745,4.241311248032872,15
17,13.742200674321735,2.543078839466432,4.621736648154865,15
18,13.115487239743684,2.1075098434648964,4.116777105541161,15
19,12.312109634503306,1.183422103861517,2.8409528036691825,15
20,13.149112135387217,1.770550538887278,3.785056801631214,15
